district_id,district,Party,Votes,election_year,party_id,Total_valid_pr_votes,Vote_Share
1,ताप्लेजुंग,राष्ट्रिय जनमोर्चा,3,2074,P12,47056,0.006375382522951377
1,ताप्लेजुंग,नेपाल संघीय समाजवादी पार्टी,3,2074,P104,47056,0.006375382522951377
1,ताप्लेजुंग,बहुजन शक्ति पार्टी,3,2074,P18,47056,0.006375382522951377
1,ताप्लेजुंग,नेपाल जनता पार्टी,3,2074,P23,47056,0.006375382522951377
1,ताप्लेजुंग,नेपाल समावेशी पार्टी,3,2074,P39,47056,0.006375382522951377
1,ताप्लेजुंग,नेपाल युवा किसान पार्टी,3,2074,P108,47056,0.006375382522951377
1,ताप्लेजुंग,एकल चिन्ह सिपाही लिएका,3,2074,P107,47056,0.006375382522951377
1,ताप्लेजुंग,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च(थरुहट),2,2074,P36,47056,0.004250255015300918
1,ताप्लेजुंग,नेपाल सुकुम्बासी पार्टी (लोकतान्त्रिक),2,2074,P21,47056,0.004250255015300918
1,ताप्लेजुंग,नेपाल दर्शन,2,2074,P110,47056,0.004250255015300918
1,ताप्लेजुंग,संघीय खम्बुवान लोकतान्त्रिक पार्टी नेपाल,2,2074,P109,47056,0.004250255015300918
1,ताप्लेजुंग,"देशभक्त जनगणतान्त्रिक मोर्चा, नेपाल",1,2074,P113,47056,0.002125127507650459
1,ताप्लेजुंग,जनशक्ति नेपाल,1,2074,P114,47056,0.002125127507650459
1,ताप्लेजुंग,ग्रीन पार्टी नेपाल,1,2074,P111,47056,0.002125127507650459
1,ताप्लेजुंग,युवा नेपाल पार्टी,1,2074,P116,47056,0.002125127507650459
1,ताप्लेजुंग,देशभक्त लोकतान्त्रिक पार्टी,1,2074,P112,47056,0.002125127507650459
1,ताप्लेजुंग,लिवरल डेमोक्रेटीक पार्टी,1,2074,P115,47056,0.002125127507650459
1,ताप्लेजुंग,देशभक्त समाज,1,2074,P15,47056,0.002125127507650459
1,ताप्लेजुंग,नेपाल दलित पार्टी,0,2074,P91,47056,0.0
1,ताप्लेजुंग,हाम्रो पार्टी,0,2074,P117,47056,0.0
2,पाँचथर,नेपाल कम्युनिष्ट पार्टी (एमाले),26933,2074,P1,68837,39.12576085535395
2,पाँचथर,नेपाली काँग्रेस,17935,2074,P2,68837,26.054302192135044
2,पाँचथर,एकल चिन्ह गोलाकारभित्रको हसिया हथौडा लिएका,10191,2074,P3,68837,14.804538257041996
2,पाँचथर,राष्ट्रिय प्रजातन्त्र पार्टी,4375,2074,P5,68837,6.355593648764472
2,पाँचथर,"संघीय समाजवादी फोरम, नेपाल",2383,2074,P6,68837,3.4618010662870256
2,पाँचथर,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,2300,2074,P34,68837,3.341226375350466
2,पाँचथर,राष्ट्रिय प्रजातन्त्र पार्टी (प्रजातान्त्रिक),1987,2074,P97,68837,2.8865290468788585
2,पाँचथर,राष्ट्रिय जनमुक्ति पार्टी,623,2074,P55,68837,0.9050365355840608
2,पाँचथर,एकीकृत राष्ट्रिय प्रजातन्त्र पार्टी(राष्ट्रवादी),474,2074,P96,68837,0.6885831747461394
2,पाँचथर,एकल चिन्ह हसिया तारा लिएका,385,2074,P22,68837,0.5592922410912736
2,पाँचथर,मंगोल नेशनल अर्गनाइजेसन,309,2074,P17,68837,0.44888649999273644
2,पाँचथर,विवेकशील साझा पार्टी,235,2074,P92,68837,0.34138617313363456
2,पाँचथर,"नयाँ शक्ति पार्टी, नेपाल",176,2074,P14,68837,0.2556764530702965
2,पाँचथर,नेपाली जनता दल,144,2074,P58,68837,0.2091898252393335
2,पाँचथर,ग्रीन पार्टी नेपाल,104,2074,P111,68837,0.15108154045062977
2,पाँचथर,आमूल परिवर्तन मसिहा पार्टी नेपाल,78,2074,P59,68837,0.11331115533797231
2,पाँचथर,नेपाल मजदुर किसान पार्टी,29,2074,P11,68837,0.04212850647181022
2,पाँचथर,राष्ट्रिय मुक्ति आन्दोलन नेपाल,25,2074,P74,68837,0.03631767799293985
2,पाँचथर,"जनप्रजातान्त्रिक पार्टी, नेपाल",18,2074,P106,68837,0.026148728154916687
2,पाँचथर,राष्ट्रिय जनता पार्टी नेपाल,16,2074,P29,68837,0.023243313915481498
2,पाँचथर,"देशभक्त जनगणतान्त्रिक मोर्चा, नेपाल",16,2074,P113,68837,0.023243313915481498
2,पाँचथर,नेपालवाद,9,2074,P102,68837,0.013074364077458343
2,पाँचथर,जनशक्ति नेपाल,8,2074,P114,68837,0.011621656957740749
2,पाँचथर,"राष्ट्रिय समाजवादी पार्टी, नेपाल",8,2074,P101,68837,0.011621656957740749
2,पाँचथर,नेपाल संघीय समाजवादी पार्टी,7,2074,P104,68837,0.010168949838023156
2,पाँचथर,नेपाल समावेशी पार्टी,7,2074,P39,68837,0.010168949838023156
2,पाँचथर,नेपाल नौलो जनवादी पार्टी,6,2074,P103,68837,0.008716242718305563
2,पाँचथर,तामाङसालिङ लोकतान्त्रिक पार्टी ,5,2074,P99,68837,0.007263535598587969
2,पाँचथर,"राष्ट्रिय यथार्थवादी पार्टी, नेपाल",5,2074,P27,68837,0.007263535598587969
2,पाँचथर,राष्ट्रिय जनमोर्चा,4,2074,P12,68837,0.005810828478870374
2,पाँचथर,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च(थरुहट),4,2074,P36,68837,0.005810828478870374
2,पाँचथर,नेपाल जनता पार्टी,4,2074,P23,68837,0.005810828478870374
2,पाँचथर,चुरेभावर लोकतान्त्रिक पार्टी,4,2074,P100,68837,0.005810828478870374
2,पाँचथर,नेपाल कम्युनिष्ट पार्टी (माक्र्सवादी),4,2074,P33,68837,0.005810828478870374
2,पाँचथर,युवा नेपाल पार्टी,4,2074,P116,68837,0.005810828478870374
2,पाँचथर,नेपाल दलित पार्टी,4,2074,P91,68837,0.005810828478870374
2,पाँचथर,नेपाल युवा किसान पार्टी,3,2074,P108,68837,0.004358121359152782
2,पाँचथर,नेपाल दर्शन,3,2074,P110,68837,0.004358121359152782
2,पाँचथर,देशभक्त समाज,3,2074,P15,68837,0.004358121359152782
2,पाँचथर,बहुजन शक्ति पार्टी,2,2074,P18,68837,0.002905414239435187
2,पाँचथर,नेपाः राष्ट्रिय पार्टी,2,2074,P105,68837,0.002905414239435187
2,पाँचथर,नेपाल लोकतान्त्रिक जनता काँगे्रस,2,2074,P98,68837,0.002905414239435187
2,पाँचथर,नेपाल सुकुम्बासी पार्टी (लोकतान्त्रिक),2,2074,P21,68837,0.002905414239435187
2,पाँचथर,संघीय खम्बुवान लोकतान्त्रिक पार्टी नेपाल,1,2074,P109,68837,0.0014527071197175936
2,पाँचथर,नेपाली कांगे्रस (बी.पी.),0,2074,P73,68837,0.0
2,पाँचथर,एकल चिन्ह सिपाही लिएका,0,2074,P107,68837,0.0
2,पाँचथर,देशभक्त लोकतान्त्रिक पार्टी,0,2074,P112,68837,0.0
2,पाँचथर,लिवरल डेमोक्रेटीक पार्टी,0,2074,P115,68837,0.0
2,पाँचथर,हाम्रो पार्टी,0,2074,P117,68837,0.0
3,इलाम,नेपाल कम्युनिष्ट पार्टी (एमाले),61630,2074,P1,126160,48.850665821179454
3,इलाम,नेपाली काँग्रेस,42392,2074,P2,126160,33.601775523145214
3,इलाम,एकल चिन्ह गोलाकारभित्रको हसिया हथौडा लिएका,7226,2074,P3,126160,5.727647431832594
3,इलाम,"संघीय समाजवादी फोरम, नेपाल",3357,2074,P6,126160,2.6609067850348764
3,इलाम,राष्ट्रिय प्रजातन्त्र पार्टी,2569,2074,P5,126160,2.036303107165504
3,इलाम,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,2372,2074,P34,126160,1.880152187698161
3,इलाम,मंगोल नेशनल अर्गनाइजेसन,1863,2074,P17,126160,1.4766962587190868
3,इलाम,राष्ट्रिय जनमुक्ति पार्टी,1459,2074,P55,126160,1.1564679771718454
3,इलाम,विवेकशील साझा पार्टी,1236,2074,P92,126160,0.9797083069118578
3,इलाम,नेपाली जनता दल,426,2074,P58,126160,0.33766645529486367
3,इलाम,"नयाँ शक्ति पार्टी, नेपाल",317,2074,P14,126160,0.25126823081800886
3,इलाम,एकल चिन्ह हसिया तारा लिएका,216,2074,P22,126160,0.1712111604311985
3,इलाम,आमूल परिवर्तन मसिहा पार्टी नेपाल,206,2074,P59,126160,0.163284717818643
3,इलाम,राष्ट्रिय प्रजातन्त्र पार्टी (प्रजातान्त्रिक),145,2074,P97,126160,0.11493341788205452
3,इलाम,राष्ट्रिय जनता पार्टी नेपाल,140,2074,P29,126160,0.11097019657577678
3,इलाम,"देशभक्त जनगणतान्त्रिक मोर्चा, नेपाल",89,2074,P113,126160,0.07054533925174382
3,इलाम,नेपाल जनता पार्टी,85,2074,P23,126160,0.06737476220672163
3,इलाम,राष्ट्रिय मुक्ति आन्दोलन नेपाल,70,2074,P74,126160,0.05548509828788839
3,इलाम,एकीकृत राष्ट्रिय प्रजातन्त्र पार्टी(राष्ट्रवादी),51,2074,P96,126160,0.040424857324032976
3,इलाम,राष्ट्रिय जनमोर्चा,42,2074,P12,126160,0.03329105897273304
3,इलाम,नेपाल मजदुर किसान पार्टी,41,2074,P11,126160,0.03249841471147749
3,इलाम,ग्रीन पार्टी नेपाल,41,2074,P111,126160,0.03249841471147749
3,इलाम,नेपाल लोकतान्त्रिक जनता काँगे्रस,24,2074,P98,126160,0.019023462270133164
3,इलाम,जनशक्ति नेपाल,19,2074,P114,126160,0.015060240963855423
3,इलाम,नेपाल समावेशी पार्टी,18,2074,P39,126160,0.014267596702599873
3,इलाम,"राष्ट्रिय यथार्थवादी पार्टी, नेपाल",13,2074,P27,126160,0.01030437539632213
3,इलाम,नेपाल नौलो जनवादी पार्टी,13,2074,P103,126160,0.01030437539632213
3,इलाम,नेपालवाद,11,2074,P102,126160,0.008719086873811033
3,इलाम,"राष्ट्रिय समाजवादी पार्टी, नेपाल",11,2074,P101,126160,0.008719086873811033
3,इलाम,नेपाल युवा किसान पार्टी,10,2074,P108,126160,0.007926442612555484
3,इलाम,नेपाल संघीय समाजवादी पार्टी,9,2074,P104,126160,0.007133798351299936
3,इलाम,चुरेभावर लोकतान्त्रिक पार्टी,9,2074,P100,126160,0.007133798351299936
3,इलाम,संघीय खम्बुवान लोकतान्त्रिक पार्टी नेपाल,7,2074,P109,126160,0.00554850982878884
3,इलाम,तामाङसालिङ लोकतान्त्रिक पार्टी ,6,2074,P99,126160,0.004755865567533291
3,इलाम,नेपाल दर्शन,6,2074,P110,126160,0.004755865567533291
3,इलाम,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च(थरुहट),5,2074,P36,126160,0.003963221306277742
3,इलाम,नेपाल सुकुम्बासी पार्टी (लोकतान्त्रिक),4,2074,P21,126160,0.0031705770450221942
3,इलाम,नेपाः राष्ट्रिय पार्टी,3,2074,P105,126160,0.0023779327837666455
3,इलाम,एकल चिन्ह सिपाही लिएका,3,2074,P107,126160,0.0023779327837666455
3,इलाम,युवा नेपाल पार्टी,3,2074,P116,126160,0.0023779327837666455
3,इलाम,बहुजन शक्ति पार्टी,2,2074,P18,126160,0.0015852885225110971
3,इलाम,नेपाली कांगे्रस (बी.पी.),2,2074,P73,126160,0.0015852885225110971
3,इलाम,"जनप्रजातान्त्रिक पार्टी, नेपाल",2,2074,P106,126160,0.0015852885225110971
3,इलाम,देशभक्त लोकतान्त्रिक पार्टी,2,2074,P112,126160,0.0015852885225110971
3,इलाम,लिवरल डेमोक्रेटीक पार्टी,2,2074,P115,126160,0.0015852885225110971
3,इलाम,नेपाल कम्युनिष्ट पार्टी (माक्र्सवादी),1,2074,P33,126160,0.0007926442612555486
3,इलाम,देशभक्त समाज,1,2074,P15,126160,0.0007926442612555486
3,इलाम,हाम्रो पार्टी,1,2074,P117,126160,0.0007926442612555486
3,इलाम,नेपाल दलित पार्टी,0,2074,P91,126160,0.0
4,झापा,नेपाल कम्युनिष्ट पार्टी (एमाले),160639,2074,P1,385735,41.64491166215148
4,झापा,नेपाली काँग्रेस,121489,2074,P2,385735,31.49545672547215
4,झापा,एकल चिन्ह गोलाकारभित्रको हसिया हथौडा लिएका,33399,2074,P3,385735,8.658535004601605
4,झापा,राष्ट्रिय प्रजातन्त्र पार्टी,32820,2074,P5,385735,8.508431954580217
4,झापा,विवेकशील साझा पार्टी,9132,2074,P92,385735,2.367428415881369
4,झापा,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,5641,2074,P34,385735,1.4624029450270264
4,झापा,"संघीय समाजवादी फोरम, नेपाल",5537,2074,P6,385735,1.4354414299972778
4,झापा,राष्ट्रिय जनता पार्टी नेपाल,4055,2074,P29,385735,1.0512398408233632
4,झापा,मंगोल नेशनल अर्गनाइजेसन,2465,2074,P17,385735,0.639039755272402
4,झापा,राष्ट्रिय जनमुक्ति पार्टी,2144,2074,P55,385735,0.5558220021517363
4,झापा,एकल चिन्ह हसिया तारा लिएका,1348,2074,P22,385735,0.34946271403943124
4,झापा,राष्ट्रिय प्रजातन्त्र पार्टी (प्रजातान्त्रिक),1126,2074,P97,385735,0.29191024926439135
4,झापा,नेपाली जनता दल,992,2074,P58,385735,0.2571713741299078
4,झापा,एकीकृत राष्ट्रिय प्रजातन्त्र पार्टी(राष्ट्रवादी),983,2074,P96,385735,0.2548381660984873
4,झापा,"नयाँ शक्ति पार्टी, नेपाल",851,2074,P14,385735,0.22061778163765278
4,झापा,आमूल परिवर्तन मसिहा पार्टी नेपाल,534,2074,P59,385735,0.13843700986428506
4,झापा,नेपाल जनता पार्टी,513,2074,P23,385735,0.13299285779097048
4,झापा,"देशभक्त जनगणतान्त्रिक मोर्चा, नेपाल",331,2074,P113,385735,0.08581020648891077
4,झापा,राष्ट्रिय मुक्ति आन्दोलन नेपाल,303,2074,P74,385735,0.07855133705782467
4,झापा,ग्रीन पार्टी नेपाल,194,2074,P111,385735,0.05029359534395375
4,झापा,नेपाल मजदुर किसान पार्टी,180,2074,P11,385735,0.046664160628410695
4,झापा,जनशक्ति नेपाल,145,2074,P114,385735,0.03759057383955306
4,झापा,नेपाल संघीय समाजवादी पार्टी,95,2074,P104,385735,0.02462830699832787
4,झापा,राष्ट्रिय जनमोर्चा,90,2074,P12,385735,0.023332080314205347
4,झापा,"जनप्रजातान्त्रिक पार्टी, नेपाल",86,2074,P106,385735,0.022295098966907335
4,झापा,तामाङसालिङ लोकतान्त्रिक पार्टी ,78,2074,P99,385735,0.020221136272311303
4,झापा,नेपाल लोकतान्त्रिक जनता काँगे्रस,63,2074,P98,385735,0.016332456219943742
4,झापा,चुरेभावर लोकतान्त्रिक पार्टी,57,2074,P100,385735,0.014776984198996722
4,झापा,नेपालवाद,52,2074,P102,385735,0.0134807575148742
4,झापा,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च(थरुहट),42,2074,P36,385735,0.010888304146629163
4,झापा,"राष्ट्रिय समाजवादी पार्टी, नेपाल",39,2074,P101,385735,0.010110568136155651
4,झापा,बहुजन शक्ति पार्टी,32,2074,P18,385735,0.008295850778384123
4,झापा,नेपाल समावेशी पार्टी,29,2074,P39,385735,0.007518114767910612
4,झापा,एकल चिन्ह सिपाही लिएका,27,2074,P107,385735,0.006999624094261605
4,झापा,नेपाल नौलो जनवादी पार्टी,25,2074,P103,385735,0.006481133420612596
4,झापा,"राष्ट्रिय यथार्थवादी पार्टी, नेपाल",23,2074,P27,385735,0.005962642746963589
4,झापा,नेपाल युवा किसान पार्टी,20,2074,P108,385735,0.005184906736490077
4,झापा,नेपाल दर्शन,19,2074,P110,385735,0.004925661399665574
4,झापा,नेपाल सुकुम्बासी पार्टी (लोकतान्त्रिक),17,2074,P21,385735,0.0044071707260165665
4,झापा,युवा नेपाल पार्टी,15,2074,P116,385735,0.003888680052367558
4,झापा,लिवरल डेमोक्रेटीक पार्टी,15,2074,P115,385735,0.003888680052367558
4,झापा,नेपाः राष्ट्रिय पार्टी,14,2074,P105,385735,0.0036294347155430545
4,झापा,नेपाली कांगे्रस (बी.पी.),14,2074,P73,385735,0.0036294347155430545
4,झापा,नेपाल कम्युनिष्ट पार्टी (माक्र्सवादी),14,2074,P33,385735,0.0036294347155430545
4,झापा,संघीय खम्बुवान लोकतान्त्रिक पार्टी नेपाल,12,2074,P109,385735,0.0031109440418940464
4,झापा,देशभक्त समाज,11,2074,P15,385735,0.0028516987050695424
4,झापा,हाम्रो पार्टी,11,2074,P117,385735,0.0028516987050695424
4,झापा,नेपाल दलित पार्टी,7,2074,P91,385735,0.0018147173577715272
4,झापा,देशभक्त लोकतान्त्रिक पार्टी,7,2074,P112,385735,0.0018147173577715272
5,संखुवासभा,नेपाली काँग्रेस,26990,2074,P2,63344,42.60861328618338
5,संखुवासभा,नेपाल कम्युनिष्ट पार्टी (एमाले),25914,2074,P1,63344,40.909952008082854
5,संखुवासभा,एकल चिन्ह गोलाकारभित्रको हसिया हथौडा लिएका,5948,2074,P3,63344,9.389997474109624
5,संखुवासभा,राष्ट्रिय प्रजातन्त्र पार्टी,1715,2074,P5,63344,2.707438747158373
5,संखुवासभा,"संघीय समाजवादी फोरम, नेपाल",818,2074,P6,63344,1.2913614549128567
5,संखुवासभा,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,384,2074,P34,63344,0.6062136903258398
5,संखुवासभा,"नयाँ शक्ति पार्टी, नेपाल",271,2074,P14,63344,0.4278226824955797
5,संखुवासभा,राष्ट्रिय प्रजातन्त्र पार्टी (प्रजातान्त्रिक),224,2074,P97,63344,0.35362465269007326
5,संखुवासभा,विवेकशील साझा पार्टी,145,2074,P92,63344,0.2289088153574135
5,संखुवासभा,नेपाली जनता दल,142,2074,P58,63344,0.22417277090174287
5,संखुवासभा,एकल चिन्ह हसिया तारा लिएका,125,2074,P22,63344,0.19733518565294267
5,संखुवासभा,मंगोल नेशनल अर्गनाइजेसन,118,2074,P17,63344,0.18628441525637787
5,संखुवासभा,एकीकृत राष्ट्रिय प्रजातन्त्र पार्टी(राष्ट्रवादी),115,2074,P96,63344,0.18154837080070726
5,संखुवासभा,राष्ट्रिय जनमुक्ति पार्टी,89,2074,P55,63344,0.1405026521848952
5,संखुवासभा,आमूल परिवर्तन मसिहा पार्टी नेपाल,78,2074,P59,63344,0.12313715584743622
5,संखुवासभा,राष्ट्रिय जनता पार्टी नेपाल,34,2074,P29,63344,0.0536751704976004
5,संखुवासभा,ग्रीन पार्टी नेपाल,33,2074,P111,63344,0.05209648901237686
5,संखुवासभा,नेपाल मजदुर किसान पार्टी,30,2074,P11,63344,0.04736044455670624
5,संखुवासभा,राष्ट्रिय मुक्ति आन्दोलन नेपाल,27,2074,P74,63344,0.04262440010103561
5,संखुवासभा,नेपाल लोकतान्त्रिक जनता काँगे्रस,20,2074,P98,63344,0.03157362970447083
5,संखुवासभा,राष्ट्रिय जनमोर्चा,19,2074,P12,63344,0.029994948219247284
5,संखुवासभा,तामाङसालिङ लोकतान्त्रिक पार्टी ,16,2074,P99,63344,0.025258903763576663
5,संखुवासभा,नेपाल जनता पार्टी,11,2074,P23,63344,0.017365496337458954
5,संखुवासभा,नेपालवाद,9,2074,P102,63344,0.014208133367011874
5,संखुवासभा,चुरेभावर लोकतान्त्रिक पार्टी,8,2074,P100,63344,0.012629451881788331
5,संखुवासभा,जनशक्ति नेपाल,7,2074,P114,63344,0.01105077039656479
5,संखुवासभा,बहुजन शक्ति पार्टी,6,2074,P18,63344,0.009472088911341247
5,संखुवासभा,"जनप्रजातान्त्रिक पार्टी, नेपाल",6,2074,P106,63344,0.009472088911341247
5,संखुवासभा,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च(थरुहट),3,2074,P36,63344,0.004736044455670624
5,संखुवासभा,"देशभक्त जनगणतान्त्रिक मोर्चा, नेपाल",3,2074,P113,63344,0.004736044455670624
5,संखुवासभा,नेपाल समावेशी पार्टी,3,2074,P39,63344,0.004736044455670624
5,संखुवासभा,नेपाल कम्युनिष्ट पार्टी (माक्र्सवादी),3,2074,P33,63344,0.004736044455670624
5,संखुवासभा,नेपाल सुकुम्बासी पार्टी (लोकतान्त्रिक),3,2074,P21,63344,0.004736044455670624
5,संखुवासभा,"राष्ट्रिय समाजवादी पार्टी, नेपाल",3,2074,P101,63344,0.004736044455670624
5,संखुवासभा,"राष्ट्रिय यथार्थवादी पार्टी, नेपाल",3,2074,P27,63344,0.004736044455670624
5,संखुवासभा,हाम्रो पार्टी,3,2074,P117,63344,0.004736044455670624
5,संखुवासभा,नेपाल दर्शन,2,2074,P110,63344,0.003157362970447083
5,संखुवासभा,नेपाल नौलो जनवादी पार्टी,2,2074,P103,63344,0.003157362970447083
5,संखुवासभा,युवा नेपाल पार्टी,2,2074,P116,63344,0.003157362970447083
5,संखुवासभा,नेपाल दलित पार्टी,2,2074,P91,63344,0.003157362970447083
5,संखुवासभा,देशभक्त लोकतान्त्रिक पार्टी,2,2074,P112,63344,0.003157362970447083
5,संखुवासभा,नेपाल संघीय समाजवादी पार्टी,1,2074,P104,63344,0.0015786814852235414
5,संखुवासभा,नेपाः राष्ट्रिय पार्टी,1,2074,P105,63344,0.0015786814852235414
5,संखुवासभा,नेपाल युवा किसान पार्टी,1,2074,P108,63344,0.0015786814852235414
5,संखुवासभा,नेपाली कांगे्रस (बी.पी.),1,2074,P73,63344,0.0015786814852235414
5,संखुवासभा,एकल चिन्ह सिपाही लिएका,1,2074,P107,63344,0.0015786814852235414
5,संखुवासभा,संघीय खम्बुवान लोकतान्त्रिक पार्टी नेपाल,1,2074,P109,63344,0.0015786814852235414
5,संखुवासभा,लिवरल डेमोक्रेटीक पार्टी,1,2074,P115,63344,0.0015786814852235414
5,संखुवासभा,देशभक्त समाज,1,2074,P15,63344,0.0015786814852235414
6,तेर्हथुम,नेपाल कम्युनिष्ट पार्टी (एमाले),18418,2074,P1,41255,44.64428554114653
6,तेर्हथुम,नेपाली काँग्रेस,16009,2074,P2,41255,38.80499333414132
6,तेर्हथुम,एकल चिन्ह गोलाकारभित्रको हसिया हथौडा लिएका,3003,2074,P3,41255,7.279117682705126
6,तेर्हथुम,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,1582,2074,P34,41255,3.834686704641862
6,तेर्हथुम,"नयाँ शक्ति पार्टी, नेपाल",605,2074,P14,41255,1.4664889104350989
6,तेर्हथुम,राष्ट्रिय जनमुक्ति पार्टी,305,2074,P55,41255,0.739304326748273
6,तेर्हथुम,विवेकशील साझा पार्टी,269,2074,P92,41255,0.6520421767058538
6,तेर्हथुम,"संघीय समाजवादी फोरम, नेपाल",212,2074,P6,41255,0.513877105805357
6,तेर्हथुम,राष्ट्रिय प्रजातन्त्र पार्टी,158,2074,P5,41255,0.3829838807417283
6,तेर्हथुम,राष्ट्रिय प्रजातन्त्र पार्टी (प्रजातान्त्रिक),120,2074,P97,41255,0.29087383347473034
6,तेर्हथुम,नेपाली जनता दल,116,2074,P58,41255,0.28117803902557265
6,तेर्हथुम,एकल चिन्ह हसिया तारा लिएका,111,2074,P22,41255,0.26905829596412556
6,तेर्हथुम,आमूल परिवर्तन मसिहा पार्टी नेपाल,85,2074,P59,41255,0.20603563204460068
6,तेर्हथुम,"देशभक्त जनगणतान्त्रिक मोर्चा, नेपाल",52,2074,P113,41255,0.12604532783904981
6,तेर्हथुम,मंगोल नेशनल अर्गनाइजेसन,38,2074,P17,41255,0.09211004726699794
6,तेर्हथुम,एकीकृत राष्ट्रिय प्रजातन्त्र पार्टी(राष्ट्रवादी),36,2074,P96,41255,0.08726215004241909
6,तेर्हथुम,राष्ट्रिय जनमोर्चा,24,2074,P12,41255,0.05817476669494607
6,तेर्हथुम,नेपाल मजदुर किसान पार्टी,20,2074,P11,41255,0.04847897224578839
6,तेर्हथुम,राष्ट्रिय मुक्ति आन्दोलन नेपाल,17,2074,P74,41255,0.04120712640892013
6,तेर्हथुम,राष्ट्रिय जनता पार्टी नेपाल,11,2074,P29,41255,0.02666343473518361
6,तेर्हथुम,नेपाल जनता पार्टी,7,2074,P23,41255,0.016967640286025938
6,तेर्हथुम,जनशक्ति नेपाल,7,2074,P114,41255,0.016967640286025938
6,तेर्हथुम,नेपाल लोकतान्त्रिक जनता काँगे्रस,7,2074,P98,41255,0.016967640286025938
6,तेर्हथुम,नेपाः राष्ट्रिय पार्टी,4,2074,P105,41255,0.009695794449157677
