state_id,district_id,const_id,seat_id,party_id,candidate_name,candidate_key,election_year,age,gender,qualification,Literacy Rate 2078,edu_below_slc,edu_slc_to_inter,edu_grad_or_higher,cand_vote_share_prev,cand_rank_prev,cand_won_prev,missing_cand_vote_share_prev,party_vote_share_prev,party_rank_prev,party_won_prev,party_contested_prev,pr_vote_share_prev,pr_rank_prev,missing_pr_vote_share_prev,enp_prev,num_candidates_prev,margin_prev,top1_share_prev,top2_share_prev,is_independent,is_alternative_party,is_youth_favoured_party,has_national_leader_presence,is_old_established_party,was_in_ousted_government
1,3,1,3_1,P025,डम्बर सिंह लिम्बु,डम बर स ह ल म ब_3_1,2082,68,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.68983632,11,0.046722088,0.451664387,0.404942299,0,0,0,0,0,0
1,3,1,3_1,P034,राम प्रसाद लिम्बू,र म प रस द ल म ब_3_1,2082,63,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.002648287,11.0,0.0,1,0.0020354805313306,10.0,0,2.68983632,11,0.046722088,0.451664387,0.404942299,0,0,0,0,0,0
1,3,1,3_1,P046,विनोद नेम्बाङ्ग लिम्बु,व न द न म ब ङ ग ल म ब_3_1,2082,37,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.68983632,11,0.046722088,0.451664387,0.404942299,0,1,0,1,0,0
1,3,1,3_1,P052,नारदमणी साङपाङ्ग,न रदमण स ङप ङ ग_3_1,2082,64,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,7.018898383898647e-05,42.0,0,2.68983632,11,0.046722088,0.451664387,0.404942299,0,0,0,0,0,0
1,3,1,3_1,P057,हरि बहादुर गुरुङ,हर बह द र ग र ङ_3_1,2082,45,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.68983632,11,0.046722088,0.451664387,0.404942299,0,1,0,1,0,0
1,3,2,3_2,P000,डाक प्रसाद गौतम,ड क प रस द ग तम_3_2,2082,58,पुरुष,unknown,83.37,69.4,20.76,4.46,0.000815895,11.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,2.43058503,14,0.001722445,0.453577095,0.45185465,1,0,0,0,0,0
1,3,2,3_2,P001,सुहाङ नेम्बाङ,स ह ङ न म ब ङ_3_2,2082,36,पुरुष,unknown,83.37,69.4,20.76,4.46,0.453577095,1.0,1.0,0,0.453577095,1.0,1.0,1,0.3971294012110338,1.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,1,1,1
1,3,2,3_2,P002,भेषराज आचार्य,भ षर ज आच र य_3_2,2082,61,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.45185465,2.0,0.0,1,0.3339014726769829,2.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,1,1,1
1,3,2,3_2,P003,ओम बहादुर गुरुङ्ग,ओम बह द र ग र ङ ग_3_2,2082,47,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0858039919264409,3.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,1,1,0
1,3,2,3_2,P004,गोकुल बहादुर राई,ग क ल बह द र र ई_3_2,2082,32,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.020850646,3.0,0.0,1,0.0700605516932047,4.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,1,1,1,0,0
1,3,2,3_2,P005,गणेश प्रसाद दुलाल,गण श प रस द द ल ल_3_2,2082,64,पुरुष,unknown,83.37,69.4,20.76,4.46,0.007705673,8.0,0.0,0,0.007705673,8.0,0.0,1,0.0178066831128055,8.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,1,1,0
1,3,2,3_2,P009,बल बहादुर आङदेम्बे,बल बह द र आङद म ब_3_2,2082,64,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0002990207071839,24.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,1,0,0,0,0
1,3,2,3_2,P017,श्याम बहादुर लिम्वु,श य म बह द र ल म व_3_2,2082,39,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.02059379,4.0,0.0,1,0.0248336697316289,5.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,0,0,0
1,3,2,3_2,P025,याम वहादुर लिम्बु,य म वह द र ल म ब_3_2,2082,49,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,0,0,0
1,3,2,3_2,P032,दिवस राई,द वस र ई_3_2,2082,37,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,0,0,0
1,3,2,3_2,P034,सादर सिं लिङदेन (लिम्बु),स दर स ल ङद न ल म ब_3_2,2082,49,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.010334668,7.0,0.0,1,0.0198699259923749,7.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,0,0,0
1,3,2,3_2,P046,सुदिप राई,स द प र ई_3_2,2082,37,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.43058503,14,0.001722445,0.453577095,0.45185465,0,1,0,1,0,0
1,3,2,3_2,P052,होम प्रसाद खतिवडा,ह म प रस द खत वड_3_2,2082,68,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0,5.98041414367945e-05,43.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,0,0,0
1,3,2,3_2,P055,पवित्रा लिम्बु तुम्वाङफे,पव त र ल म ब त म व ङफ_3_2,2082,51,महिला,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,1,0.019218856,5.0,0.0,1,0.0211258129625476,6.0,0,2.43058503,14,0.001722445,0.453577095,0.45185465,0,0,0,0,0,0
1,4,1,4_1,P000,गणेश कुमार खरेल,गण श क म र खर ल_4_1,2082,48,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.594969839,15,0.185218824,0.514123341,0.328904517,1,0,0,0,0,0
1,4,1,4_1,P000,दुर्गा प्रसाद साँवा लिम्वु,द र ग प रस द स व ल म व_4_1,2082,40,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.594969839,15,0.185218824,0.514123341,0.328904517,1,0,0,0,0,0
1,4,1,4_1,P001,रामचन्द्र उप्रेती,र मचन द र उप र त_4_1,2082,67,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.328904517,2.0,0.0,1,0.2898854446572982,2.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,1,1,1
1,4,1,4_1,P002,केशव राज पाण्डे,क शव र ज प ण ड_4_1,2082,54,पुरुष,bachelors,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.514123341,1.0,1.0,1,0.3268234356317258,1.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,1,1,1
1,4,1,4_1,P003,अशेष घिमिरे,अश ष घ म र_4_1,2082,40,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0718188714177348,4.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,1,1,0
1,4,1,4_1,P004,निशा डाँगी,न श ड ग_4_1,2082,29,महिला,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.111118319,3.0,0.0,1,0.1767829362681443,3.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,1,1,1,0,0
1,4,1,4_1,P005,हेमराज कार्की,ह मर ज क र क_4_1,2082,60,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0650304066650381,5.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,1,1,0
1,4,1,4_1,P006,रमा मेचे,रम म च_4_1,2082,57,महिला,below_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.004709943,6.0,0.0,1,0.0078684477815348,8.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,1,1,0
1,4,1,4_1,P011,हिरण्य प्रसाद भट्टराई,ह रण य प रस द भट टर ई_4_1,2082,83,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.000822844212448,18.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,0,0,0
1,4,1,4_1,P017,सन्तोष तामाङ्ग,सन त ष त म ङ ग_4_1,2082,42,पुरुष,bachelors,82.83,63.45,25.11,5.42,0.020461652,4.0,0.0,0,0.020461652,4.0,0.0,1,0.0262024453901438,6.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,0,0,0
1,4,1,4_1,P019,ओलीन राजवंशी,ओल न र जव श_4_1,2082,60,पुरुष,unknown,82.83,63.45,25.11,5.42,0.003944415,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,0,0,0
1,4,1,4_1,P025,खान्द्रु करुवा,ख न द र कर व_4_1,2082,61,पुरुष,below_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,0,0,0
1,4,1,4_1,P034,मान बहादुर साँवा(लिम्बु),म न बह द र स व ल म ब_4_1,2082,53,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.005008369,5.0,0.0,1,0.0082670129469394,7.0,0,2.594969839,15,0.185218824,0.514123341,0.328904517,0,0,0,0,0,0
1,4,1,4_1,P046,केवलराम राई,क वलर म र ई_4_1,2082,48,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.594969839,15,0.185218824,0.514123341,0.328904517,0,1,0,1,0,0
1,4,1,4_1,P057,नरेश कुमार लावती,नर श क म र ल वत_4_1,2082,46,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,2.594969839,15,0.185218824,0.514123341,0.328904517,0,1,0,1,0,0
1,4,2,4_2,P000,रमेश कुमार कार्की,रम श क म र क र क_4_2,2082,56,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,3.715568569,18,0.027667307,0.351390707,0.3237234,1,0,0,0,0,0
1,4,2,4_2,P000,पुण्य  प्रसाद अार्चाय,प ण य प रस द अ र च य_4_2,2082,56,पुरुष,below_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,3.715568569,18,0.027667307,0.351390707,0.3237234,1,0,0,0,0,0
1,4,2,4_2,P000,युवराज संग्रौला,य वर ज स ग र ल_4_2,2082,66,पुरुष,phd,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,3.715568569,18,0.027667307,0.351390707,0.3237234,1,0,0,0,0,0
1,4,2,4_2,P001,देव राज घिमिरे,द व र ज घ म र_4_2,2082,69,पुरुष,plus2,82.83,63.45,25.11,5.42,0.351390707,1.0,1.0,0,0.351390707,1.0,1.0,1,0.318255541539016,1.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,1,1,1
1,4,2,4_2,P002,सरिता प्रसाई,सर त प रस ई_4_2,2082,58,महिला,bachelors,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.1861957109389079,3.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,1,1,1
1,4,2,4_2,P003,धर्माशिला चापागाई,धर म श ल च प ग ई_4_2,2082,53,महिला,bachelors,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.170458022,3.0,0.0,1,0.0605274223583828,5.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,1,1,0
1,4,2,4_2,P004,इन्दिरा राना मगर,इन द र र न मगर_4_2,2082,55,महिला,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.107450961,4.0,0.0,1,0.2705232173965279,2.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,1,1,1,0,0
1,4,2,4_2,P005,भद्र प्रसाद नेपाल,भद र प रस द न प ल_4_2,2082,50,पुरुष,masters,82.83,63.45,25.11,5.42,0.3237234,2.0,0.0,0,0.0,0.0,0.0,0,0.0946717126208926,4.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,1,1,0
1,4,2,4_2,P007,रमेश कुमार राजवंशी,रम श क म र र जव श_4_2,2082,41,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0037844656694899,11.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,1,0,1,0,0
1,4,2,4_2,P009,तिल बहादुर राई,त ल बह द र र ई_4_2,2082,38,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0011894034961254,17.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,1,0,0,0,0
1,4,2,4_2,P011,चन्द्र कुमारी गारु,चन द र क म र ग र_4_2,2082,50,महिला,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.000171315,18.0,0.0,1,0.0008289781942692,23.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,0,0,0
1,4,2,4_2,P017,अकल बहादुर तामाङ्ग,अकल बह द र त म ङ ग_4_2,2082,55,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.008369942,6.0,0.0,0,0.008369942,6.0,0.0,1,0.0095392563224605,7.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,0,0,0
1,4,2,4_2,P025,मान बहादुर पुलामी मगर,म न बह द र प ल म मगर_4_2,2082,75,पुरुष,below_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,0,0,0
1,4,2,4_2,P026,श्रीप्रसाद सिटौला,श र प रस द स ट ल_4_2,2082,48,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0006848080735267,25.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,0,0,0
1,4,2,4_2,P034,अमृता लावती,अम त ल वत_4_2,2082,53,महिला,below_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.009324409,5.0,0.0,1,0.0116897939568691,6.0,0,3.715568569,18,0.027667307,0.351390707,0.3237234,0,0,0,0,0,0
1,4,2,4_2,P046,केशव कुमार भण्डारी,क शव क म र भण ड र_4_2,2082,40,पुरुष,bachelors,82.83,63.45,25.11,5.42,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1,3.715568569,18,0.027667307,0.351390707,0.3237234,0,1,0,1,0,0
