state_id,district_id,const_id,seat_id,party_id,candidate_name,candidate_key,election_year,age,gender,qualification,Literacy Rate 2078,edu_below_slc,edu_slc_to_inter,edu_grad_or_higher,cand_vote_share_prev,cand_rank_prev,cand_won_prev,party_vote_share_prev,party_rank_prev,party_won_prev,party_contested_prev,pr_vote_share_prev,pr_rank_prev,enp_prev,num_candidates_prev,margin_prev,top1_share_prev,top2_share_prev,is_independent,is_alternative_party,is_youth_favoured_party,has_national_leader_presence,is_old_established_party,was_in_ousted_government,vote_share,rank_in_const,won_seat
1,1,1,1_1,P000,हरि प्रसाद बराल,हर प रस द बर ल_1_1,2079,69,पुरुष,plus2,82.21,71.91,19.06,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.104125811,8,0.25516263,0.597406019,0.342243388,1,0,0,0,0,0,0.000625121,11,0
1,2,1,2_1,P001,वसन्त कुमार नेम्वाङ्ग,वसन त क म र न म व ङ ग_2_1,2079,60,पुरुष,bachelors,82.29,69.74,21.14,3.29,0.535327367,1.0,1.0,0.535327367,1.0,1.0,1,0.3912576085535395,1.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,1,1,0,0.453941885,1,1
1,2,1,2_1,P002,भीष्म राज आङदेम्वे,भ ष म र ज आङद म व_2_1,2079,57,पुरुष,plus2,82.29,69.74,21.14,3.29,0.38825469,2.0,0.0,0.38825469,2.0,0.0,1,0.2605430219213504,2.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,1,1,1,0.453292085,2,0
1,2,1,2_1,P005,कमल वहादुर चेम्जोङ,कमल वह द र च म ज ङ_2_1,2079,60,पुरुष,bachelors,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0635559364876447,4.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,1,1,0,0.022290969,3,0
1,2,1,2_1,P006,प्रेम राज लावती,प र म र ज ल वत_2_1,2079,49,पुरुष,plus2,82.29,69.74,21.14,3.29,0.027624616,3.0,0.0,0.027624616,3.0,0.0,1,0.0346180106628702,5.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,1,1,1,0.017996638,4,0
1,2,1,2_1,P034,जस बहादुर योङहाङ,जस बह द र य ङह ङ_2_1,2079,74,पुरुष,below_slc,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.022069214,4.0,0.0,1,0.0334122637535046,6.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,0,0,0,0.014281476,5,0
1,2,1,2_1,P022,दीन नाथ घिमिरे,द न न थ घ म र_2_1,2079,61,पुरुष,masters,82.29,69.74,21.14,3.29,0.012329944,5.0,0.0,0.012329944,5.0,0.0,1,0.0055929224109127,10.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,0,0,0,0.011526889,6,0
1,2,1,2_1,P004,दल प्रसाद लिङदेन,दल प रस द ल ङद न_2_1,2079,45,पुरुष,bachelors,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,1,1,1,0,0,0.007430323,7,0
1,2,1,2_1,P017,राम कुमार तुम्रोक,र म क म र त म र क_2_1,2079,44,पुरुष,below_slc,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.002687651,8.0,0.0,1,0.0044888649999273,11.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,0,0,0,0.007373819,8,0
1,2,1,2_1,P055,नरेन्द्र प्रसाद कुरुम्‍वाङ,नर न द र प रस द क र म व ङ_2_1,2079,65,पुरुष,see_slc,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.005790917,6.0,0.0,1,0.0090503653558406,8.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,0,0,0,0.004266079,9,0
1,2,1,2_1,P061,मदन कुमार पोख्रेल,मदन क म र प ख र ल_2_1,2079,49,पुरुष,below_slc,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,0,0,0,0.003573901,10,0
1,2,1,2_1,P000,दल बहादुर आङदेम्बे,दल बह द र आङद म ब_2_1,2079,40,पुरुष,see_slc,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.279045949,9,0.147072677,0.535327367,0.38825469,1,0,0,0,0,0,0.001525618,11,0
1,2,1,2_1,P000,लाख वहादुर पालूङ्वा,ल ख वह द र प ल ङ व_2_1,2079,39,पुरुष,masters,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.279045949,9,0.147072677,0.535327367,0.38825469,1,0,0,0,0,0,0.001214844,12,0
1,2,1,2_1,P090,भिम बहादुर तामाङ,भ म बह द र त म ङ_2_1,2079,32,पुरुष,bachelors,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.279045949,9,0.147072677,0.535327367,0.38825469,0,0,0,0,0,0,0.000550917,13,0
1,2,1,2_1,P000,विष्टन लावती,व ष टन ल वत_2_1,2079,32,पुरुष,plus2,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.279045949,9,0.147072677,0.535327367,0.38825469,1,0,0,0,0,0,0.000494413,14,0
1,2,1,2_1,P000,बाल कृष्ण काफ्ले,ब ल क ष ण क फ ल_2_1,2079,41,पुरुष,see_slc,82.29,69.74,21.14,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.279045949,9,0.147072677,0.535327367,0.38825469,1,0,0,0,0,0,0.000240144,15,0
1,3,1,3_1,P001,महेश बस्नेत,मह श बस न त_3_1,2079,62,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.592539524,1.0,1.0,1,0.4885066582117945,1.0,2.206487914,8,0.276378916,0.592539524,0.316160608,0,0,0,1,1,0,0.451664387,1,1
1,3,1,3_1,P003,झलनाथ खनाल,झलन थ खन ल_3_1,2079,72,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.592539524,1.0,1.0,0.0,0.0,0.0,0,0.0572764743183259,3.0,2.206487914,8,0.276378916,0.592539524,0.316160608,0,0,0,1,1,1,0.404942299,2,0
1,3,1,3_1,P017,बुद्ध लाल मेचे,ब द ध ल ल म च_3_1,2079,52,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.027530025,4.0,0.0,1,0.0147669625871908,7.0,2.206487914,8,0.276378916,0.592539524,0.316160608,0,0,0,0,0,0,0.04282858,3,0
1,3,1,3_1,P005,तोया नाथ शर्मा सापकोटा,त य न थ शर म स पक ट_3_1,2079,67,पुरुष,masters,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.020363031071655,5.0,2.206487914,8,0.276378916,0.592539524,0.316160608,0,0,0,1,1,0,0.028043776,4,0
1,3,1,3_1,P006,कमल कुमार राई,कमल क म र र ई_3_1,2079,63,पुरुष,below_slc,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.033148727,3.0,0.0,1,0.0266090678503487,4.0,2.206487914,8,0.276378916,0.592539524,0.316160608,0,0,0,1,1,1,0.023027816,5,0
1,3,1,3_1,P000,बिक्रम पाण्डे,ब क रम प ण ड_3_1,2079,68,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.206487914,8,0.276378916,0.592539524,0.316160608,1,0,0,0,0,0,0.020765372,6,0
1,3,1,3_1,P000,निमा तेन्जीङ शेर्पा,न म त न ज ङ श र प_3_1,2079,57,पुरुष,masters,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.206487914,8,0.276378916,0.592539524,0.316160608,1,0,0,0,0,0,0.011224526,7,0
1,3,1,3_1,P073,गणेस प्रसाद पौडेल,गण स प रस द प ड ल_3_1,2079,60,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,1.585288522511097e-05,43.0,2.206487914,8,0.276378916,0.592539524,0.316160608,0,0,0,0,0,0,0.006085797,8,0
1,3,1,3_1,P055,पदम बहादुर लिम्बु,पदम बह द र ल म ब_3_1,2079,49,पुरुष,see_slc,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.002753003,8.0,0.0,1,0.0115646797717184,8.0,2.206487914,8,0.276378916,0.592539524,0.316160608,0,0,0,0,0,0,0.004647655,9,0
1,3,1,3_1,P000,नेत्र प्रसाद रेग्मी,न त र प रस द र ग म_3_1,2079,51,पुरुष,plus2,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.206487914,8,0.276378916,0.592539524,0.316160608,1,0,0,0,0,0,0.004121505,10,0
1,3,1,3_1,P034,जीत कुमार मुखिया,ज त क म र म ख य_3_1,2079,50,पुरुष,plus2,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.007582832,6.0,0.0,1,0.0188015218769816,6.0,2.206487914,8,0.276378916,0.592539524,0.316160608,0,0,0,0,0,0,0.002648287,11,0
1,3,2,3_2,P001,सुहाङ नेम्बाङ,स ह ङ न म ब ङ_3_2,2079,69,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.53396014,1.0,1.0,1,0.4885066582117945,1.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,1,1,0,0.453577095,1,1
1,3,2,3_2,P002,डम्बर बहादुर खड्का,डम बर बह द र खड क_3_2,2079,47,पुरुष,plus2,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.392826332,2.0,0.0,1,0.3360177552314521,2.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,1,1,1,0.45185465,2,0
1,3,2,3_2,P004,प्रकाश सापकोटा,प रक श स पक ट_3_2,2079,30,पुरुष,plus2,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,1,1,1,0,0,0.020850646,3,0
1,3,2,3_2,P017,मनि बहादुर लिम्वू (पापो),मन बह द र ल म व प प_3_2,2079,51,पुरुष,below_slc,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.006243694,6.0,0.0,1,0.0147669625871908,7.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,0,0,0,0.02059379,4,0
1,3,2,3_2,P055,खड्ग प्रसाद पालुंवा,खड ग प रस द प ल व_3_2,2079,59,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.019125883,4.0,0.0,0.019125883,4.0,0.0,1,0.0115646797717184,8.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,0,0,0,0.019218856,5,0
1,3,2,3_2,P006,याम प्रसाद लिम्ब‍ू,य म प रस द ल म ब_3_2,2079,52,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.016172191,5.0,0.0,1,0.0266090678503487,4.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,1,1,1,0.010939035,6,0
1,3,2,3_2,P034,गोविन्द सिंह लिम्वू,ग व न द स ह ल म व_3_2,2079,44,पुरुष,plus2,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.025749755,3.0,0.0,1,0.0188015218769816,6.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,0,0,0,0.010334668,7,0
1,3,2,3_2,P005,गणेश प्रसाद दुलाल,गण श प रस द द ल ल_3_2,2079,61,पुरुष,plus2,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.020363031071655,5.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,1,1,0,0.007705673,8,0
1,3,2,3_2,P000,दिपेश बोहोरा,द प श ब ह र_3_2,2079,35,पुरुष,see_slc,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.268783584,10,0.141133808,0.53396014,0.392826332,1,0,0,0,0,0,0.001374934,9,0
1,3,2,3_2,P010,निर मणी माङमु लिम्बु,न र मण म ङम ल म ब_3_2,2079,43,पुरुष,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,0,0,0,0.001042532,10,0
1,3,2,3_2,P073,डाक प्रसाद गौतम,ड क प रस द ग तम_3_2,2079,55,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,1.585288522511097e-05,43.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,0,0,0,0.000815895,11,0
1,3,2,3_2,P026,याक बहादुर लिम्वू,य क बह द र ल म व_3_2,2079,56,पुरुष,see_slc,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,0,0,0,0.00072524,12,0
1,3,2,3_2,P065,तिलक बहादुर मगर,त लक बह द र मगर_3_2,2079,46,पुरुष,bachelors,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.268783584,10,0.141133808,0.53396014,0.392826332,0,0,0,0,0,0,0.000679912,13,0
1,3,2,3_2,P000,जुनु माखिम,ज न म ख म_3_2,2079,56,महिला,unknown,83.37,69.4,20.76,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.268783584,10,0.141133808,0.53396014,0.392826332,1,0,0,0,0,0,0.000287074,14,0
1,4,1,4_1,P002,विश्व प्रकाश शर्मा,व श व प रक श शर म_4_1,2079,52,पुरुष,masters,82.83,63.45,25.11,5.42,0.454415235,2.0,0.0,0.454415235,2.0,0.0,1,0.3149545672547215,2.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,1,1,1,0.514123341,1,1
1,4,1,4_1,P001,अग्नि प्रसाद खरेल,अग न प रस द खर ल_4_1,2079,61,पुरुष,bachelors,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4164491166215148,1.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,1,1,0,0.328904517,2,0
1,4,1,4_1,P004,ओमनाथ भण्डारी,ओमन थ भण ड र_4_1,2079,40,पुरुष,bachelors,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,1,1,1,0,0,0.111118319,3,0
1,4,1,4_1,P017,सन्तोष तामाङ्ग,सन त ष त म ङ ग_4_1,2079,39,पुरुष,plus2,82.83,63.45,25.11,5.42,0.018948747,3.0,0.0,0.018948747,3.0,0.0,1,0.006390397552724,9.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,0,0,0,0.020461652,4,0
1,4,1,4_1,P034,पदममाया लिम्बु,पदमम य ल म ब_4_1,2079,52,महिला,unknown,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.012332374,5.0,0.0,1,0.0146240294502702,6.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,0,0,0,0.005008369,5,0
1,4,1,4_1,P006,राधा थापा,र ध थ प_4_1,2079,70,महिला,unknown,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.014242255,4.0,0.0,1,0.0143544142999727,7.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,1,1,1,0.004709943,6,0
1,4,1,4_1,P013,ठण्डबहादुर अधिकारी,ठण डबह द र अध क र_4_1,2079,47,पुरुष,bachelors,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,0,0,0,0.004294741,7,0
1,4,1,4_1,P010,ओलीन राजवंशी,ओल न र जव श_4_1,2079,57,पुरुष,unknown,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,0,0,0,0.003944415,8,0
1,4,1,4_1,P041,मुकुन्द दाहाल,म क न द द ह ल_4_1,2079,50,पुरुष,bachelors,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,0,0,0,0.002711785,9,0
1,4,1,4_1,P000,बिकास राजवंशी,ब क स र जव श_4_1,2079,25,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.218524901,7,0.039057065,0.4934723,0.454415235,1,0,0,0,0,0,0.001634856,10,0
1,4,1,4_1,P000,विदुर कुमार खतिवडा,व द र क म र खत वड_4_1,2079,45,पुरुष,unknown,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.218524901,7,0.039057065,0.4934723,0.454415235,1,0,0,0,0,0,0.00133643,11,0
1,4,1,4_1,P055,चित्रहाङ जबेगु,च त रह ङ जब ग_4_1,2079,39,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.001541547,7.0,0.0,1,0.0055582200215173,10.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,0,0,0,0.000622802,12,0
1,4,1,4_1,P090,रमेश बास्तोला,रम श ब स त ल_4_1,2079,44,पुरुष,unknown,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,0,0,0,0.000596852,13,0
1,4,1,4_1,P023,राम कुमार काफ्ले,र म क म र क फ ल_4_1,2079,54,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0013299285779097,17.0,2.218524901,7,0.039057065,0.4934723,0.454415235,0,0,0,0,0,0,0.000350326,14,0
1,4,1,4_1,P000,केन्द्र कुमारी दाहाल,क न द र क म र द ह ल_4_1,2079,38,महिला,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.218524901,7,0.039057065,0.4934723,0.454415235,1,0,0,0,0,0,0.000181651,15,0
1,4,2,4_2,P001,देव राज घिमिरे,द व र ज घ म र_4_2,2079,66,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.559037056,1.0,1.0,1,0.4164491166215148,1.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,1,1,0,0.351390707,1,1
1,4,2,4_2,P000,भद्र प्रसाद नेपाल,भद र प रस द न प ल_4_2,2079,46,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,1,0,0,0,0,0,0.3237234,2,0
1,4,2,4_2,P003,हरि कुमार राना मगर,हर क म र र न मगर_4_2,2079,63,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.086585350046016,3.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,1,1,1,0.170458022,3,0
1,4,2,4_2,P004,रुद्र प्रसाद गिरी,र द र प रस द ग र_4_2,2079,54,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,1,1,1,0,0,0.107450961,4,0
1,4,2,4_2,P034,रेश्मा चेम्जोङ,र श म च म ज ङ_4_2,2079,37,महिला,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.007418524,4.0,0.0,1,0.0146240294502702,6.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,0,0,0,0.009324409,5,0
1,4,2,4_2,P017,अकल बहादुर तामाङ्ग,अकल बह द र त म ङ ग_4_2,2079,52,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.006808448,5.0,0.0,0.006808448,5.0,0.0,1,0.006390397552724,9.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,0,0,0,0.008369942,6,0
1,4,2,4_2,P073,नारायण बहादुर भारती,न र यण बह द र भ रत_4_2,2079,52,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6294347155430543e-05,43.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,0,0,0,0.005457594,7,0
1,4,2,4_2,P010,त्रीनारायण राजवंशी,त र न र यण र जव श_4_2,2079,61,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,0,0,0,0.005237332,8,0
1,4,2,4_2,P055,प्रशुराम मगर,प रश र म मगर_4_2,2079,55,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.006479007,6.0,0.0,0.006479007,6.0,0.0,1,0.0055582200215173,10.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,0,0,0,0.003524186,9,0
1,4,2,4_2,P000,राज कुमार तामाङ लामा,र ज क म र त म ङ ल म_4_2,2079,47,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,1,0,0,0,0,0,0.003463002,10,0
1,4,2,4_2,P000,सन्तोष घिमिरे,सन त ष घ म र_4_2,2079,39,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,1,0,0,0,0,0,0.003083663,11,0
1,4,2,4_2,P000,कुमार भट्टराई,क म र भट टर ई_4_2,2079,50,पुरुष,masters,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,1,0,0,0,0,0,0.002985769,12,0
1,4,2,4_2,P006,रामसुफल कामती,र मस फल क मत_4_2,2079,63,पुरुष,unknown,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0143544142999727,7.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,1,1,1,0.001627489,13,0
1,4,2,4_2,P041,ज्ञानेन्द्रराज कार्की,ज ञ न न द रर ज क र क_4_2,2079,36,पुरुष,see_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,0,0,0,0.001297096,14,0
1,4,2,4_2,P090,कृष्ण प्रसाद गौतम,क ष ण प रस द ग तम_4_2,2079,31,पुरुष,unknown,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,0,0,0,0,0,0,0.001211439,15,0
1,4,2,4_2,P000,चेत कुमार खनाल,च त क म र खन ल_4_2,2079,47,पुरुष,plus2,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,1,0,0,0,0,0,0.000978941,16,0
1,4,2,4_2,P000,खेमराज दहाल,ख मर ज दह ल_4_2,2079,60,पुरुष,below_slc,82.83,63.45,25.11,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.146692895,11,0.16797833,0.559037056,0.391058726,1,0,0,0,0,0,0.000244735,17,0
